Date,A,B,C
,-8.86099,-2.560608,33.976036
,-8.609624,-2.346715,33.700735
,-8.360048,-2.148955,33.418961
,-8.112815,-1.96686,33.131733
,-7.868437,-1.799907,32.839991
,-7.627385,-1.647538,32.544606
,-7.39009,-1.50916,32.246372
,-7.15694,-1.384156,31.946016
,-6.928285,-1.271895,31.644196
,-6.704436,-1.17174,31.341503
,-6.485666,-1.083047,31.03847
,-6.272213,-1.005178,30.735571
,-6.064281,-0.937503,30.433226
,-5.862041,-0.879403,30.131806
,-5.665632,-0.830275,29.831635
,-5.475167,-0.789532,29.532998
,-5.29073,-0.756612,29.236137
,-5.112381,-0.73097,28.941264
,-4.940156,-0.712089,28.648557
,-4.77407,-0.699475,28.358167
,-4.614118,-0.692659,28.07022
,-4.46028,-0.691197,27.78482
,-4.312516,-0.694673,27.502052
,-4.170775,-0.702695,27.221983
,-4.034991,-0.714897,26.944666
,-3.905087,-0.730938,26.670141
,-3.780978,-0.750501,26.398437
,-3.662567,-0.773292,26.129573
,-3.549754,-0.799042,25.86356
,-3.442429,-0.827502,25.600403
,-3.34048,-0.858445,25.340101
,-3.243787,-0.891665,25.082649
,-3.152231,-0.926972,24.828037
,-3.06569,-0.9642,24.576254
,-2.984037,-1.003196,24.327286
,-2.907149,-1.043824,24.081116
,-2.8349,-1.085966,23.837728
,-2.767165,-1.129518,23.597104
,-2.703821,-1.174388,23.359226
,-2.644745,-1.2205,23.124076
,-2.589819,-1.267788,22.891637
,-2.538923,-1.316199,22.66189
,-2.491943,-1.36569,22.43482
,-2.448768,-1.416229,22.210411
,-2.409288,-1.467793,21.988648
,-2.373399,-1.520369,21.769518
,-2.340999,-1.573951,21.553008
,-2.311991,-1.62854,21.339108
,-2.286281,-1.684148,21.127807
,-2.263782,-1.74079,20.919098
,-2.244406,-1.79849,20.712974
,-2.228075,-1.857277,20.509431
,-2.214712,-1.917185,20.308463
,-2.204245,-1.978254,20.110071
,-2.196607,-2.04053,19.914254
,-2.191736,-2.104062,19.721015
,-2.189573,-2.168905,19.530357
,-2.190065,-2.235116,19.342286
,-2.193162,-2.30276,19.15681
,-2.19882,-2.371901,18.97394
,-2.206999,-2.44261,18.793688
,-2.217662,-2.51496,18.616068
,-2.230778,-2.589029,18.441099
,-2.246319,-2.664895,18.2688
,-2.264264,-2.742643,18.099194
,-2.284592,-2.822359,17.932306
,-2.307289,-2.904132,17.768166
,-2.332346,-2.988053,17.606804
,-2.359755,-3.074217,17.448255
,-2.389514,-3.162723,17.29256
,-2.421625,-3.25367,17.13976
,-2.456094,-3.347161,16.989901
,-2.492929,-3.443301,16.843034
,-2.532144,-3.542198,16.699215
,-2.573755,-3.643962,16.558503
,-2.617785,-3.748706,16.420963
,-2.664256,-3.856545,16.286665
,-2.713197,-3.967596,16.155686
,-2.764639,-4.081977,16.028106
,-2.818617,-4.199811,15.904015
,-2.87517,-4.321219,15.783506
,-2.934339,-4.446328,15.666682
,-2.996169,-4.575263,15.553651
,-3.060708,-4.708152,15.444532
,-3.128008,-4.845124,15.339451
,-3.198124,-4.986308,15.238541
,-3.271111,-5.131836,15.141947
,-3.347032,-5.281837,15.049822
,-3.425948,-5.436443,14.962332
,-3.507926,-5.595783,14.879652
,-3.593033,-5.759986,14.801969
,-3.681341,-5.929179,14.729482
,-3.772921,-6.103489,14.662403
,-3.867849,-6.283036,14.600959
,-3.9662,-6.46794,14.54539
,-4.068054,-6.658314,14.495949
,-4.173489,-6.854268,14.452908
,-4.282586,-7.055901,14.416553
,-4.395426,-7.26331,14.387186
,-4.51209,-7.476579,14.365128
,-4.63266,-7.695781,14.350718
,-4.757215,-7.92098,14.344313
,-4.885838,-8.152222,14.346288
,-5.018604,-8.389542,14.35704
,-5.155592,-8.632953,14.376983
,-5.296873,-8.882449,14.406553
,-5.442518,-9.138003,14.446206
,-5.592592,-9.399561,14.496417
,-5.747155,-9.66704,14.557683
,-5.906262,-9.94033,14.630519
,-6.06996,-10.219282,14.71546
,-6.238286,-10.503713,14.813058
,-6.41127,-10.793396,14.923884
,-6.58893,-11.088061,15.048521
,-6.771272,-11.387386,15.18757
,-6.958288,-11.691,15.34164
,-7.149954,-11.998471,15.511348
,-7.34623,-12.309308,15.697319
,-7.547057,-12.622951,15.900174
,-7.752353,-12.938773,16.120534
,-7.962015,-13.256071,16.35901
,-8.175915,-13.574064,16.616196
,-8.393896,-13.891888,16.892667
,-8.615775,-14.208595,17.188966
,-8.841334,-14.523148,17.505598
,-9.070322,-14.83442,17.843019
,-9.302452,-15.141192,18.201632
,-9.537399,-15.442151,18.581765
,-9.774798,-15.735894,18.983669
,-10.014239,-16.020929,19.407502
,-10.255271,-16.295677,19.853314
,-10.497394,-16.558477,20.321036
,-10.740065,-16.807595,20.810466
,-10.982688,-17.041232,21.321254
,-11.224623,-17.257535,21.852891
,-11.465179,-17.45461,22.404693
,-11.70362,-17.630541,22.975789
,-11.939159,-17.783403,23.565115
,-12.170969,-17.911289,24.171398
,-12.39818,-18.012326,24.793155
,-12.619882,-18.084707,25.428686
,-12.835134,-18.126714,26.076073
,-13.042965,-18.136744,26.733182
,-13.242384,-18.113345,27.39767
,-13.432383,-18.055238,28.066997
,-13.611948,-17.961353,28.738438
,-13.780069,-17.830852,29.409103
,-13.935746,-17.66316,30.075964
,-14.078001,-17.457984,30.73588
,-14.20589,-17.215338,31.385633
,-14.318513,-16.935556,32.021961
,-14.415024,-16.619305,32.641601
,-14.494643,-16.267589,33.241328
,-14.556667,-15.88175,33.818002
,-14.600481,-15.463459,34.368606
,-14.625563,-15.014704,34.890295
,-14.631498,-14.537768,35.38043
,-14.617981,-14.035204,35.836625
,-14.584824,-13.509802,36.256769
,-14.53196,-12.964549,36.639067
,-14.459445,-12.402594,36.982052
,-14.367459,-11.827198,37.28461
,-14.256304,-11.24169,37.545982
,-14.126402,-10.649421,37.765773
,-13.978287,-10.053715,37.943941
,-13.812605,-9.457828,38.080792
,-13.630099,-8.864904,38.176959
,-13.431606,-8.277939,38.233378
,-13.218042,-7.699746,38.251264
,-12.990394,-7.132929,38.23208
,-12.749708,-6.579858,38.177498
,-12.497078,-6.042655,38.089371
,-12.233632,-5.52318,37.969692
,-11.960521,-5.023028,37.82056
,-11.67891,-4.543526,37.644145
,-11.389964,-4.08574,37.442656
,-11.094838,-3.650479,37.218312
,-10.794671,-3.238311,36.97331
,-10.490574,-2.849577,36.709807
,-10.183622,-2.484406,36.429893
,-9.874851,-2.142735,36.135578
,-9.56525,-1.824326,35.828775
,-9.255757,-1.528791,35.51129
,-8.947254,-1.255606,35.184817
,-8.640567,-1.004137,34.850926
,-8.336463,-0.773652,34.511069
,-8.035647,-0.563345,34.166571
,-7.738764,-0.372349,33.81864
,-7.446401,-0.199751,33.468363
,-7.159082,-0.04461,33.116714
,-6.877275,0.094034,32.764558
,-6.601393,0.21715,32.41266
,-6.331793,0.325701,32.061687
,-6.068781,0.420642,31.712218
,-5.812613,0.502909,31.364751
,-5.563501,0.573413,31.019708
,-5.321611,0.633038,30.677446
,-5.087069,0.682635,30.338258
,-4.859966,0.72302,30.002386
,-4.640354,0.75497,29.670019
,-4.428256,0.779227,29.341309
,-4.223665,0.796489,29.016367
,-4.026548,0.807416,28.695273
,-3.836848,0.812629,28.378078
,-3.654486,0.812708,28.06481
,-3.479365,0.808196,27.755477
,-3.311372,0.799596,27.450069
,-3.150377,0.787377,27.148562
,-2.99624,0.771971,26.850922
,-2.848808,0.753778,26.557104
,-2.70792,0.733166,26.267056
,-2.573408,0.71047,25.980722
,-2.445098,0.685999,25.69804
,-2.32281,0.660033,25.418944
,-2.206362,0.632827,25.14337
,-2.095568,0.60461,24.87125
,-1.990242,0.575592,24.602517
,-1.890198,0.545958,24.337103
,-1.795249,0.515876,24.074942
,-1.705209,0.485494,23.81597
,-1.619896,0.454944,23.560122
,-1.539129,0.424341,23.307336
,-1.462729,0.393787,23.057553
,-1.39052,0.36337,22.810715
,-1.322333,0.333165,22.566766
,-1.257999,0.303236,22.325652
,-1.197355,0.273637,22.087321
,-1.140244,0.244412,21.851724
,-1.08651,0.215596,21.618812
,-1.036006,0.187218,21.388541
,-0.988586,0.159297,21.160866
,-0.944111,0.131847,20.935745
,-0.902448,0.104877,20.713138
,-0.863467,0.07839,20.493006
,-0.827044,0.052382,20.275313
,-0.79306,0.026848,20.060021
,-0.761401,0.001778,19.847098
,-0.731958,-0.022842,19.63651
,-0.704626,-0.047029,19.428226
,-0.679307,-0.070801,19.222214
,-0.655905,-0.094182,19.018445
,-0.634331,-0.117194,18.816891
,-0.614498,-0.139863,18.617523
,-0.596326,-0.162218,18.420316
,-0.579738,-0.184285,18.225243
,-0.56466,-0.206097,18.03228
,-0.551025,-0.227683,17.841401
,-0.538767,-0.249076,17.652583
,-0.527825,-0.270309,17.465803
,-0.518143,-0.291415,17.281039
,-0.509666,-0.312429,17.098269
,-0.502344,-0.333385,16.91747
,-0.496131,-0.35432,16.738624
,-0.490983,-0.375268,16.561708
,-0.486859,-0.396266,16.386704
,-0.483722,-0.417351,16.213593
,-0.481538,-0.438559,16.042354
,-0.480273,-0.459928,15.872971
,-0.4799,-0.481495,15.705425
,-0.480392,-0.503299,15.539698
,-0.481726,-0.525377,15.375774
,-0.483879,-0.547769,15.213636
,-0.486832,-0.570513,15.053267
,-0.490569,-0.59365,14.894652
,-0.495076,-0.61722,14.737776
,-0.500339,-0.641262,14.582624
,-0.506349,-0.665819,14.42918
,-0.513097,-0.690932,14.277432
,-0.520577,-0.716644,14.127366
,-0.528784,-0.742998,13.978969
,-0.537717,-0.770038,13.832228
,-0.547374,-0.79781,13.687132
,-0.557756,-0.826359,13.543668
,-0.568867,-0.855731,13.401827
,-0.580712,-0.885976,13.261597
,-0.593296,-0.917143,13.12297
,-0.606628,-0.949281,12.985936
,-0.620717,-0.982442,12.850486
,-0.635576,-1.016681,12.716614
,-0.651216,-1.052051,12.584313
,-0.667654,-1.08861,12.453575
,-0.684905,-1.126414,12.324397
,-0.702988,-1.165524,12.196774
,-0.721922,-1.206003,12.070703
,-0.74173,-1.247912,11.94618
,-0.762433,-1.291319,11.823206
,-0.784058,-1.336292,11.70178
,-0.80663,-1.382901,11.581902
,-0.830178,-1.431219,11.463576
,-0.854733,-1.481322,11.346806
,-0.880327,-1.533288,11.231596
,-0.906992,-1.587198,11.117954
,-0.934766,-1.643136,11.005888
,-0.963686,-1.701189,10.895408
,-0.993792,-1.761449,10.786528
,-1.025125,-1.824007,10.679262
,-1.05773,-1.888962,10.573626
,-1.091653,-1.956415,10.46964
,-1.126941,-2.026471,10.367326
,-1.163647,-2.099237,10.266708
,-1.201822,-2.174827,10.167815
,-1.241522,-2.253358,10.070677
,-1.282805,-2.33495,9.975328
,-1.325731,-2.419731,9.881808
,-1.370364,-2.50783,9.790157
,-1.416769,-2.599383,9.700424
,-1.465015,-2.69453,9.612659
,-1.515174,-2.793417,9.526919
,-1.56732,-2.896194,9.443266
,-1.621532,-3.003017,9.361768
,-1.677889,-3.114048,9.282498
,-1.736476,-3.229454,9.205538
,-1.797381,-3.349407,9.130976
,-1.860694,-3.474086,9.058909
,-1.92651,-3.603676,8.989442
,-1.994927,-3.738366,8.922687
,-2.066048,-3.878353,8.85877
,-2.139977,-4.023838,8.797825
,-2.216824,-4.17503,8.739997
,-2.296703,-4.33214,8.685446
,-2.379731,-4.495389,8.634343
,-2.466031,-4.665,8.586874
,-2.555727,-4.841202,8.54324
,-2.648949,-5.02423,8.503659
,-2.745832,-5.214321,8.468367
,-2.846514,-5.411719,8.437617
,-2.951138,-5.616667,8.411684
,-3.059849,-5.829414,8.390865
,-3.172798,-6.05021,8.37548
,-3.29014,-6.279303,8.365871
,-3.412032,-6.516944,8.362411
,-3.538637,-6.763379,8.365499
,-3.670119,-7.018852,8.375563
,-3.806646,-7.283603,8.393065
,-3.948388,-7.55786,8.4185
,-4.095519,-7.841846,8.452396
,-4.248213,-8.135769,8.495324
,-4.406644,-8.439821,8.547891
,-4.57099,-8.754176,8.610746
,-4.741424,-9.078986,8.684583
,-4.918122,-9.414373,8.77014
,-5.101253,-9.76043,8.868201
,-5.290986,-10.117211,8.979603
,-5.487481,-10.484726,9.105227
,-5.690896,-10.862938,9.246009
,-5.901375,-11.25175,9.402934
,-6.119054,-11.651003,9.57704
,-6.344058,-12.060462,9.769413
,-6.576491,-12.479812,9.981191
,-6.816444,-12.908645,10.213559
,-7.063983,-13.34645,10.467744
,-7.319151,-13.792602,10.745015
,-7.581962,-14.246352,11.046673
,-7.852397,-14.70681,11.374047
,-8.1304,-15.172939,11.728483
,-8.415873,-15.643537,12.111334
,-8.708672,-16.117226,12.523945
,-9.008601,-16.592441,12.967641
,-9.315406,-17.067418,13.443702
,-9.628769,-17.54018,13.953353
,-9.948304,-18.008531,14.497726
,-10.273549,-18.47005,15.077847
,-10.60396,-18.922081,15.694595
,-10.938906,-19.361739,16.348677
,-11.277664,-19.785905,17.040589
,-11.619411,-20.191241,17.770577
,-11.963222,-20.574196,18.5386
,-12.308065,-20.93103,19.344289
,-12.652798,-21.257839,20.186903
,-12.99617,-21.550589,21.065292
,-13.336816,-21.805157,21.977857
,-13.673264,-22.017384,22.922516
,-14.003936,-22.183131,23.89667
,-14.327156,-22.29835,24.897189
,-14.641156,-22.359156,25.920391
,-14.944092,-22.361909,26.962043
,-15.234055,-22.303302,28.017368
,-15.509087,-22.180446,29.081073
,-15.767207,-21.990965,30.147387
,-16.006427,-21.733077,31.210116
,-16.224781,-21.405676,32.262715
,-16.420353,-21.008405,33.29838
,-16.591301,-20.541714,34.310147
,-16.735892,-20.006899,35.291009
,-16.852527,-19.406128,36.234042
,-16.939773,-18.742438,37.132535
,-16.99639,-18.01972,37.980121
,-17.021353,-17.242664,38.770909
,-17.013879,-16.416697,39.499606
,-16.973438,-15.547888,40.161621
,-16.899772,-14.64284,40.753161
,-16.7929,-13.708564,41.271303
,-16.653122,-12.752342,41.714038
,-16.481013,-11.781584,42.080296
,-16.277417,-10.803688,42.369945
,-16.043434,-9.825894,42.583759
,-15.780396,-8.855162,42.723371
,-15.489853,-7.89805,42.791202
,-15.173537,-6.960617,42.790369
,-14.833342,-6.048339,42.724593
,-14.471288,-5.166052,42.598083
,-14.089493,-4.317908,42.415429
,-13.690141,-3.507361,42.181487
,-13.275451,-2.737162,41.901272
,-12.84765,-2.009376,41.57986
,-12.408946,-1.325416,41.222292
,-11.961502,-0.68608,40.833494
,-11.507418,-0.09161,40.418214
,-11.048711,0.458259,39.980961
,-10.587298,0.964231,39.525963
,-10.124987,1.427388,39.057138
,-9.663465,1.849129,38.578075
,-9.204294,2.231111,38.092019
,-8.748905,2.575191,37.601875
,-8.298596,2.883376,37.110209
,-7.854535,3.157772,36.619264
,-7.41776,3.400548,36.130974
,-6.989181,3.613899,35.646982
,-6.569587,3.800012,35.168663
,-6.159652,3.961041,34.697149
,-5.75994,4.09909,34.23335
,-5.370909,4.216194,33.777977
,-4.992924,4.314304,33.331566
,-4.626259,4.39528,32.894503
,-4.271108,4.460888,32.467038
,-3.927588,4.512787,32.049309
,-3.595749,4.552538,31.641359
,-3.275581,4.581596,31.24315
,-2.967019,4.601315,30.854578
,-2.669948,4.61295,30.475488
,-2.384211,4.617661,30.105682
,-2.109615,4.616514,29.744931
,-1.845933,4.610489,29.392981
,-1.592909,4.600483,29.049565
,-1.350266,4.587316,28.714402
,-1.117705,4.571733,28.387211
,-0.894913,4.554413,28.067706
,-0.681561,4.53597,27.755607
,-0.477313,4.516961,27.45064
,-0.281823,4.497888,27.152538
,-0.094742,4.479202,26.861044
,0.084283,4.461312,26.575912
,0.255608,4.44458,26.296911
,0.419586,4.429334,26.023818
,0.576569,4.415865,25.756429
,0.726907,4.404432,25.494548
,0.870944,4.395268,25.237997
,1.009022,4.388576,24.986607
,1.141473,4.384538,24.740226
,1.268627,4.383316,24.498712
,1.390804,4.385051,24.261936
,1.508318,4.389867,24.029783
,1.621475,4.397876,23.802146
,1.730572,4.409172,23.578932
,1.835901,4.423842,23.360058
,1.937742,4.441959,23.145449
,2.036368,4.463589,22.935042
,2.132045,4.488791,22.728784
,2.22503,4.517614,22.526629
,2.31557,4.550103,22.32854
,2.403907,4.5863,22.134489
,2.490273,4.626241,21.944455
,2.574892,4.669957,21.758427
,2.657983,4.71748,21.576399
,2.739754,4.768837,21.398372
,2.820408,4.824054,21.224357
,2.900141,4.883156,21.05437
,2.979143,4.946167,20.888434
,3.057595,5.013111,20.726579
,3.135673,5.084011,20.568841
,3.213549,5.15889,20.415264
,3.291385,5.23777,20.265899
,3.369343,5.320675,20.120803
,3.447574,5.407628,19.980038
,3.526227,5.498652,19.843677
,3.605446,5.593772,19.711796
,3.68537,5.69301,19.58448
,3.766134,5.796391,19.461822
,3.847866,5.903936,19.343921
,3.930693,6.01567,19.230883
,4.014737,6.131613,19.122823
,4.100116,6.251787,19.019864
,4.186943,6.376211,18.922135
,4.275329,6.504902,18.829776
,4.365379,6.637874,18.742933
,4.457198,6.775141,18.661761
,4.550884,6.91671,18.586425
,4.646533,7.062586,18.517098
,4.744237,7.212769,18.453962
,4.844084,7.367251,18.397207
,4.946158,7.526022,18.347036
,5.050541,7.68906,18.303656
,5.157307,7.856339,18.267288
,5.26653,8.02782,18.238159
,5.378276,8.203456,18.216507
,5.492609,8.383188,18.20258
,5.609587,8.566944,18.196633
,5.729262,8.754639,18.19893
,5.85168,8.94617,18.209745
,5.976883,9.14142,18.229358
,6.104904,9.340253,18.258056
,6.235771,9.542512,18.296136
,6.369501,9.74802,18.343896
,6.506108,9.956576,18.401643
,6.645593,10.167955,18.469685
,6.78795,10.381906,18.548333
,6.93316,10.598147,18.6379
,7.081196,10.816371,18.738695
,7.232018,11.036234,18.851028
,7.385575,11.257363,18.975201
,7.541799,11.479348,19.111509
,7.700613,11.701744,19.260238
,7.86192,11.924068,19.421659
,8.02561,12.145797,19.596027
,8.191555,12.366372,19.783577
,8.35961,12.585189,19.98452
,8.529611,12.801607,20.199038
,8.701374,13.014941,20.427281
,8.874694,13.224468,20.669364
,9.049347,13.429424,20.925356
,9.225084,13.629008,21.195281
,9.401637,13.822379,21.479112
,9.578713,14.008664,21.776762
,9.755995,14.186961,22.088082
,9.933144,14.356337,22.412855
,10.109796,14.515838,22.750792
,10.285565,14.664493,23.101524
,10.46004,14.801319,23.464599
,10.632789,14.925329,23.839478
,10.803357,15.035541,24.225533
,10.97127,15.130981,24.622041
,11.136033,15.210699,25.028183
,11.297135,15.273777,25.443044
,11.45405,15.319337,25.865612
,11.606238,15.346551,26.294777
,11.75315,15.354659,26.729339
,11.89423,15.342972,27.168006
,12.028918,15.310888,27.609402
,12.156654,15.257904,28.052073
,12.276884,15.183622,28.494497
,12.389059,15.087761,28.935091
,12.492648,14.970168,29.372226
,12.587132,14.830823,29.804234
,12.672018,14.669844,30.229429
,12.746839,14.487497,30.646116
,12.811159,14.284192,31.05261
,12.864579,14.060489,31.44725
,12.906739,13.817095,31.828418
,12.937325,13.554859,32.194553
,12.956071,13.274769,32.544172
,12.962763,12.977942,32.875876
,12.957242,12.665616,33.188377
,12.939404,12.339138,33.4805
,12.909206,11.99995,33.751202
,12.866664,11.649572,33.99958
,12.811855,11.289592,34.224875
,12.744915,10.921643,34.426484
,12.666039,10.547388,34.603959
,12.575483,10.168504,34.757011
,12.473555,9.786661,34.885505
,12.360617,9.403508,34.98946
,12.237084,9.020656,35.069044
,12.103412,8.639663,35.124565
,11.960102,8.262019,35.15646
,11.807691,7.889137,35.165291
,11.64675,7.522339,35.151727
,11.477875,7.162849,35.116535
,11.301689,6.811788,35.060567
,11.118826,6.470164,34.984745
,10.929939,6.138874,34.890051
,10.735684,5.818701,34.777511
,10.536722,5.510313,34.648181
,10.33371,5.214264,34.503141
,10.1273,4.931001,34.343478
,9.918135,4.660863,34.170276
,9.706841,4.404091,33.984612
,9.49403,4.16083,33.787541
,9.280293,3.931139,33.580093
,9.066198,3.714993,33.363264
,8.852288,3.512296,33.138015
,8.639081,3.322886,32.905262
,8.427066,3.146541,32.665878
,8.216703,2.98299,32.420689
,8.008423,2.831914,32.170471
,7.802628,2.692962,31.915952
,7.599687,2.565747,31.65781
,7.399941,2.449862,31.396674
,7.2037,2.344877,31.133126
,7.011246,2.250353,30.8677
,6.822832,2.165839,30.600887
,6.638683,2.090879,30.333133
,6.458997,2.025021,30.064847
,6.283947,1.96781,29.796396
,6.113682,1.918802,29.528113
,5.948327,1.877558,29.260298
,5.787986,1.843653,28.993218
,5.632742,1.816671,28.727113
,5.482658,1.796214,28.462196
,5.33778,1.781897,28.198657
,5.198137,1.773351,27.936663
,5.063745,1.770227,27.676362
,4.934601,1.772192,27.417883
,4.810695,1.77893,27.16134
,4.692002,1.790145,26.906833
,4.578487,1.805557,26.654448
,4.470107,1.824908,26.404261
,4.36681,1.847954,26.156338
,4.268537,1.87447,25.910735
,4.175224,1.904248,25.667503
,4.086799,1.937097,25.426684
,4.003188,1.972842,25.188315
,3.924312,2.011324,24.95243
,3.85009,2.052399,24.719056
,3.78044,2.095936,24.48822
,3.715275,2.141821,24.259945
,3.654509,2.189951,24.03425
,3.598058,2.240236,23.811156
,3.545833,2.2926,23.59068
,3.497751,2.346975,23.37284
,3.453725,2.403307,23.157652
,3.413673,2.461551,22.945133
,3.377513,2.521673,22.7353
,3.345166,2.583648,22.528171
,3.316554,2.647459,22.323765
,3.291603,2.713097,22.1221
,3.270241,2.780563,21.923197
,3.252399,2.849864,21.727079
,3.23801,2.921015,21.533768
,3.227014,2.994035,21.34329
,3.219349,3.068952,21.155672
,3.214961,3.1458,20.970945
,3.213798,3.224616,20.789139
,3.215811,3.305444,20.610289
,3.220956,3.388333,20.434432
,3.229191,3.473336,20.261608
,3.24048,3.560511,20.091859
,3.254788,3.649918,19.925232
,3.272087,3.741623,19.761776
,3.292351,3.835695,19.601545
,3.315557,3.932206,19.444594
,3.341687,4.03123,19.290985
,3.370727,4.132845,19.140783
,3.402666,4.237131,18.994059
,3.437496,4.344172,18.850885
,3.475214,4.45405,18.711342
,3.515819,4.566853,18.575514
,3.559315,4.682669,18.443491
,3.605708,4.801586,18.31537
,3.655008,4.923694,18.191253
,3.707228,5.049084,18.071248
,3.762384,5.177848,17.95547
,3.820494,5.310075,17.844043
,3.881582,5.445857,17.737095
,3.94567,5.585283,17.634765
,4.012786,5.728443,17.537198
,4.08296,5.875422,17.444549
,4.156223,6.026307,17.356981
,4.232608,6.181178,17.274665
,4.312152,6.340115,17.197785
,4.394891,6.503192,17.126532
,4.480863,6.67048,17.061107
,4.570108,6.842042,17.001725
,4.662667,7.017937,16.948609
,4.758581,7.198217,16.901994
,4.857891,7.382924,16.862126
,4.960638,7.572091,16.829265
,5.066862,7.765741,16.803682
,5.176605,7.963886,16.785658
,5.289902,8.166525,16.77549
,5.406792,8.373641,16.773484
,5.527308,8.585201,16.779961
,5.651482,8.801158,16.795253
,5.779342,9.021441,16.819704
,5.910909,9.24596,16.853669
,6.046204,9.474601,16.897514
,6.185239,9.707228,16.951618
,6.328021,9.943673,17.016366
,6.474547,10.183741,17.092153
,6.624811,10.427205,17.179382
,6.778792,10.673804,17.27846
,6.936463,10.923241,17.389799
,7.097783,11.175178,17.513812
,7.2627,11.429237,17.650912
,7.431148,11.684996,17.801509
,7.603046,11.941988,17.966006
,7.778298,12.199694,18.144796
,7.956788,12.457549,18.338258
,8.138383,12.714933,18.546754
,8.32293,12.971172,18.770621
,8.510255,13.225537,19.010169
,8.700159,13.477244,19.265677
,8.89242,13.725449,19.537379
,9.086791,13.969255,19.825466
,9.282999,14.207707,20.130076
,9.480741,14.439794,20.451286
,9.679688,14.664457,20.789104
,9.879478,14.880582,21.143467
,10.079721,15.087016,21.514224
,10.279996,15.282561,21.901136
,10.47985,15.465987,22.303865
,10.6788,15.636038,22.721968
,10.876332,15.791441,23.154888
,11.071901,15.930915,23.601951
,11.264935,16.05318,24.062358
,11.454833,16.156976,24.535181
,11.640969,16.241069,25.019361
,11.822695,16.30427,25.513705
,11.999341,16.345448,26.016887
,12.170222,16.363549,26.52745
,12.33464,16.357608,27.043809
,12.491887,16.326769,27.564256
,12.641255,16.270301,28.086973
,12.782034,16.187611,28.610036
,12.913524,16.078263,29.131435
,13.035037,15.941989,29.649084
,13.145908,15.778702,30.160841
,13.245495,15.588506,30.664529
,13.33319,15.371703,31.157953
,13.408426,15.128799,31.638926
,13.470682,14.860503,32.105295
,13.519487,14.567732,32.554957
,13.554431,14.251598,32.985893
,13.575167,13.913406,33.396185
,13.581415,13.554642,33.784042
,13.572968,13.176954,34.147818
,13.549697,12.78214,34.486035
,13.511547,12.372126,34.797399
,13.458547,11.948942,35.08081
,13.390804,11.514698,35.335377
,13.308504,11.071565,35.560423
,13.211914,10.621739,35.75549
,13.101375,10.167424,35.920335
,12.977301,9.7108,36.054934
,12.840174,9.254006,36.159465
,12.690542,8.79911,36.23431
,12.529008,8.348093,36.280032
,12.356229,7.902826,36.297367
,12.172905,7.465061,36.287203
,11.979778,7.036412,36.250565
,11.777619,6.618345,36.188593
,11.567222,6.212175,36.102525
,11.349402,5.819057,35.993677
,11.124982,5.439985,35.86342
,10.894787,5.075797,35.713167
,10.659643,4.727171,35.544353
,10.420364,4.394634,35.358416
,10.177752,4.078569,35.156786
,9.932589,3.779222,34.94087
,9.685633,3.496712,34.712042
,9.437615,3.231038,34.47163
,9.189235,2.982094,34.220911
,8.941161,2.749679,33.961103
,8.694022,2.533505,33.693358
,8.448412,2.333211,33.418764
,8.204886,2.148371,33.138336
,7.963959,1.97851,32.85302
,7.726106,1.823104,32.56369
,7.491763,1.681599,32.271152
,7.261326,1.553412,31.976141
,7.035151,1.437944,31.679327
,6.81356,1.334583,31.381317
,6.596834,1.242712,31.082658
,6.385221,1.161716,30.783839
,6.178936,1.090983,30.485296
,5.978159,1.029911,30.187417
,5.783042,0.977913,29.890541
,5.593708,0.934416,29.594969
,5.410252,0.898866,29.30096
,5.232744,0.87073,29.008739
,5.061233,0.849496,28.7185
,4.895743,0.834676,28.430408
,4.736282,0.825806,28.144603
,4.582836,0.822446,27.861202
,4.435378,0.824181,27.5803
,4.293866,0.83062,27.301978
,4.158243,0.841399,27.026299
,4.028441,0.856176,26.753312
,3.904383,0.874632,26.483056
,3.785982,0.896474,26.21556
,3.673143,0.92143,25.950842
,3.565766,0.949248,25.688916
,3.463744,0.979701,25.429787
,3.366965,1.012577,25.173458
,3.275317,1.047688,24.919924
,3.18868,1.084862,24.669181
,3.106938,1.123943,24.42122
,3.029969,1.164795,24.176029
,2.957654,1.207296,23.933597
,2.889872,1.251337,23.693911
,2.826505,1.296826,23.456957
,2.767434,1.343684,23.222721
,2.712544,1.391842,22.991189
,2.661719,1.441245,22.762349
,2.61485,1.491848,22.536187
,2.571826,1.543617,22.312691
,2.532542,1.596528,22.09185
,2.496896,1.650564,21.873653
,2.464789,1.705719,21.658092
,2.436127,1.761994,21.44516
,2.410818,1.819397,21.234849
,2.388776,1.877944,21.027155
,2.369917,1.937658,20.822074
,2.354163,1.998566,20.619605
,2.341439,2.060704,20.419749
,2.331677,2.12411,20.222506
,2.324809,2.188829,20.02788
,2.320776,2.254912,19.835878
,2.319521,2.322412,19.646507
,2.320991,2.391389,19.459776
,2.325139,2.461905,19.275698
,2.331921,2.534027,19.094287
,2.341298,2.607825,18.91556
,2.353237,2.683374,18.739537
,2.367705,2.760752,18.566238
,2.384679,2.840038,18.39569
,2.404135,2.921318,18.22792
,2.426056,3.004677,18.062958
,2.45043,3.090207,17.900839
,2.477246,3.178,17.741601
,2.5065,3.268152,17.585285
,2.538191,3.36076,17.431935
,2.572321,3.455927,17.281602
,2.608896,3.553756,17.134338
,2.647929,3.654352,16.990202
