Date,A,B,C
,-4.508545,-4.444652,22.459221
,-4.507677,-4.52806,22.301361
,-4.510164,-4.613966,22.146709
,-4.515972,-4.702382,21.995339
,-4.52507,-4.793323,21.847327
,-4.537427,-4.886809,21.702752
,-4.553017,-4.982861,21.561694
,-4.571813,-5.081503,21.424238
,-4.593793,-5.182763,21.290473
,-4.618934,-5.28667,21.160488
,-4.647216,-5.393252,21.03438
,-4.678623,-5.502543,20.912248
,-4.713138,-5.614574,20.794194
,-4.750748,-5.729379,20.680327
,-4.791441,-5.846988,20.570758
,-4.835206,-5.967435,20.465605
,-4.882034,-6.09075,20.364989
,-4.93192,-6.216964,20.269037
,-4.984857,-6.346102,20.177883
,-5.04084,-6.478192,20.091663
,-5.099867,-6.613254,20.01052
,-5.161935,-6.751308,19.934604
,-5.227042,-6.892368,19.86407
,-5.295187,-7.036444,19.799079
,-5.36637,-7.183539,19.739796
,-5.44059,-7.333651,19.686395
,-5.517845,-7.486773,19.639055
,-5.598135,-7.642888,19.59796
,-5.681457,-7.801969,19.563302
,-5.767808,-7.963985,19.535276
,-5.857184,-8.12889,19.514086
,-5.949579,-8.296628,19.499938
,-6.044983,-8.467134,19.493046
,-6.143385,-8.640326,19.493628
,-6.244773,-8.816111,19.501906
,-6.349127,-8.994379,19.518105
,-6.456427,-9.175004,19.542456
,-6.566647,-9.357845,19.57519
,-6.679757,-9.54274,19.616542
,-6.795719,-9.72951,19.666746
,-6.914492,-9.917952,19.726037
,-7.036026,-10.107845,19.794648
,-7.160266,-10.298944,19.872809
,-7.287148,-10.49098,19.960748
,-7.416599,-10.683657,20.058684
,-7.548536,-10.876657,20.166831
,-7.682869,-11.069633,20.285392
,-7.819496,-11.26221,20.41456
,-7.958302,-11.453988,20.554511
,-8.099163,-11.644534,20.705407
,-8.24194,-11.83339,20.86739
,-8.386483,-12.020067,21.04058
,-8.532628,-12.204047,21.225072
,-8.680194,-12.384784,21.420932
,-8.828987,-12.561705,21.628197
,-8.978798,-12.734208,21.846867
,-9.129402,-12.901669,22.076904
,-9.280557,-13.063435,22.31823
,-9.432004,-13.218837,22.570719
,-9.58347,-13.367184,22.834199
,-9.734662,-13.50777,23.108445
,-9.885273,-13.639877,23.393177
,-10.03498,-13.762777,23.688055
,-10.183441,-13.87574,23.992681
,-10.330302,-13.978038,24.306592
,-10.475193,-14.068948,24.62926
,-10.61773,-14.14776,24.960089
,-10.757517,-14.213784,25.298416
,-10.894149,-14.266356,25.643511
,-11.027208,-14.304843,25.994575
,-11.15627,-14.328654,26.350742
,-11.280905,-14.337244,26.711083
,-11.400681,-14.330124,27.074607
,-11.515163,-14.306866,27.440264
,-11.623918,-14.267113,27.806952
,-11.726519,-14.210581,28.173523
,-11.822544,-14.137071,28.538786
,-11.911583,-14.046471,28.901518
,-11.99324,-13.938761,29.260471
,-12.067133,-13.814019,29.614382
,-12.132902,-13.672424,29.96198
,-12.190211,-13.514254,30.302
,-12.238748,-13.339893,30.633191
,-12.278231,-13.149825,30.954328
,-12.308412,-12.944636,31.264222
,-12.329074,-12.725007,31.561731
,-12.34004,-12.491716,31.845771
,-12.341171,-12.245623,32.115325
,-12.332369,-11.987673,32.369451
,-12.313578,-11.718881,32.607296
,-12.284787,-11.440323,32.828093
,-12.246025,-11.153133,33.031178
,-12.19737,-10.858484,33.215988
,-12.13894,-10.557581,33.382066
,-12.070897,-10.251652,33.529065
,-11.993446,-9.941931,33.656746
,-11.906831,-9.62965,33.76498
,-11.811336,-9.31603,33.853745
,-11.707279,-9.002266,33.923121
,-11.595015,-8.689518,33.973288
,-11.474926,-8.378907,34.004521
,-11.347425,-8.071499,34.01718
,-11.212949,-7.768303,34.011708
,-11.071954,-7.470264,33.988619
,-10.924917,-7.178256,33.948491
,-10.772326,-6.893082,33.89196
,-10.614683,-6.615467,33.819707
,-10.452495,-6.346057,33.732455
,-10.286273,-6.085421,33.630956
,-10.11653,-5.834049,33.515983
,-9.943776,-5.592354,33.388327
,-9.768514,-5.360673,33.248785
,-9.591242,-5.139272,33.098154
,-9.412445,-4.928346,32.937227
,-9.232598,-4.728025,32.766787
,-9.052158,-4.538378,32.587601
,-8.871568,-4.359418,32.400414
,-8.691252,-4.191103,32.205951
,-8.511615,-4.033347,32.00491
,-8.333043,-3.886019,31.797959
,-8.1559,-3.748952,31.585736
,-7.980528,-3.621944,31.368849
,-7.807247,-3.504765,31.147873
,-7.636356,-3.397163,30.923348
,-7.468132,-3.298863,30.695784
,-7.302829,-3.209576,30.465657
,-7.14068,-3.129,30.233412
,-6.981898,-3.056824,29.999463
,-6.826672,-2.992731,29.764192
,-6.675175,-2.936403,29.527956
,-6.527558,-2.887518,29.291081
,-6.383955,-2.845758,29.053868
,-6.244481,-2.810809,28.816596
,-6.109236,-2.782363,28.579517
,-5.978303,-2.760118,28.342863
,-5.85175,-2.743781,28.106849
,-5.729632,-2.733068,27.871666
,-5.611989,-2.727706,27.637491
,-5.498851,-2.727435,27.404486
,-5.390236,-2.732003,27.172798
,-5.286151,-2.741175,26.942559
,-5.186595,-2.754724,26.713892
,-5.091557,-2.772439,26.486908
,-5.001021,-2.79412,26.261708
,-4.914961,-2.819581,26.038386
,-4.833346,-2.848649,25.817026
,-4.75614,-2.881161,25.597708
,-4.683303,-2.916971,25.380503
,-4.61479,-2.95594,25.165481
,-4.550552,-2.997946,24.952703
,-4.490539,-3.042873,24.74223
,-4.434698,-3.090622,24.534116
,-4.382973,-3.141101,24.328418
,-4.335309,-3.194228,24.125184
,-4.291649,-3.249935,23.924466
,-4.251936,-3.308159,23.726313
,-4.216113,-3.368849,23.530771
,-4.184123,-3.431962,23.337888
,-4.15591,-3.497464,23.147713
,-4.131419,-3.565327,22.960292
,-4.110596,-3.635533,22.775674
,-4.093389,-3.708069,22.593908
,-4.079747,-3.782931,22.415044
,-4.069623,-3.860119,22.239134
,-4.062969,-3.939641,22.066231
,-4.05974,-4.021509,21.896391
,-4.059896,-4.105742,21.729671
,-4.063396,-4.192361,21.56613
,-4.070203,-4.281395,21.405832
,-4.080284,-4.372874,21.24884
,-4.093605,-4.466834,21.095225
,-4.110139,-4.563314,20.945056
,-4.129858,-4.662356,20.79841
,-4.15274,-4.764003,20.655365
,-4.178762,-4.868304,20.516003
,-4.207908,-4.975306,20.380413
,-4.240162,-5.085062,20.248684
,-4.27551,-5.197622,20.120913
,-4.313943,-5.313041,19.997202
,-4.355452,-5.431372,19.877655
,-4.400032,-5.552668,19.762385
,-4.44768,-5.676983,19.651508
,-4.498396,-5.804371,19.545146
,-4.55218,-5.934883,19.44343
,-4.609036,-6.06857,19.346493
,-4.668968,-6.205479,19.254477
,-4.731984,-6.345657,19.167531
,-4.798091,-6.489145,19.085809
,-4.867298,-6.635983,19.009475
,-4.939617,-6.786204,18.938697
,-5.015059,-6.939837,18.873652
,-5.093634,-7.096907,18.814526
,-5.175357,-7.25743,18.761511
,-5.260238,-7.421414,18.714807
,-5.348289,-7.588862,18.674623
,-5.439523,-7.759765,18.641173
,-5.533949,-7.934106,18.614683
,-5.631577,-8.111854,18.595385
,-5.732413,-8.292969,18.583517
,-5.836463,-8.477396,18.579327
,-5.94373,-8.665066,18.583068
,-6.054213,-8.855894,18.595001
,-6.167908,-9.049778,18.615395
,-6.284805,-9.246598,18.64452
,-6.404893,-9.446213,18.682656
,-6.528152,-9.648464,18.730085
,-6.654559,-9.853165,18.787091
,-6.784081,-10.06011,18.853962
,-6.916679,-10.269065,18.930986
,-7.052308,-10.47977,19.018452
,-7.190911,-10.691936,19.116644
,-7.332422,-10.905244,19.225843
,-7.476767,-11.119344,19.346323
,-7.623856,-11.333854,19.478352
,-7.77359,-11.548357,19.622185
,-7.925858,-11.762402,19.778061
,-8.080531,-11.975502,19.946206
,-8.237468,-12.187134,20.126823
,-8.396512,-12.396737,20.320093
,-8.557489,-12.603713,20.526169
,-8.720208,-12.807429,20.74517
,-8.884459,-13.007214,20.977185
,-9.050015,-13.202361,21.222257
,-9.216628,-13.392129,21.480389
,-9.384029,-13.575746,21.751532
,-9.551933,-13.752409,22.035586
,-9.720028,-13.921289,22.332389
,-9.887987,-14.081532,22.64172
,-10.055459,-14.232266,22.963288
,-10.222072,-14.372606,23.29673
,-10.387434,-14.501658,23.64161
,-10.551135,-14.618524,23.997411
,-10.712744,-14.722313,24.363532
,-10.871812,-14.812146,24.739292
,-11.027876,-14.887165,25.123921
,-11.180455,-14.946542,25.516561
,-11.329057,-14.989486,25.91627
,-11.473179,-15.015255,26.322019
,-11.612308,-15.023167,26.732695
,-11.745929,-15.012607,27.147106
,-11.873522,-14.983038,27.563985
,-11.994568,-14.934009,27.981996
,-12.108554,-14.865169,28.399744
,-12.214975,-14.77627,28.815777
,-12.313337,-14.667177,29.228604
,-12.403164,-14.537875,29.636701
,-12.484,-14.388474,30.038525
,-12.555413,-14.219213,30.432528
,-12.617001,-14.030463,30.817167
,-12.668395,-13.822726,31.190924
,-12.709262,-13.596636,31.552315
,-12.739309,-13.352955,31.899908
,-12.758288,-13.09257,32.232336
,-12.765998,-12.816481,32.54831
,-12.762285,-12.525802,32.846634
,-12.74705,-12.221742,33.126214
,-12.720245,-11.905597,33.386072
,-12.681877,-11.578739,33.62535
,-12.632006,-11.2426,33.843324
,-12.57075,-10.898658,34.039401
,-12.498278,-10.54842,34.213131
,-12.414813,-10.19341,34.364203
,-12.32063,-9.835153,34.492445
,-12.216051,-9.475156,34.597824
,-12.101445,-9.1149,34.680442
,-11.977223,-8.75582,34.740528
,-11.843837,-8.399298,34.77843
,-11.701772,-8.046649,34.79461
,-11.551546,-7.699112,34.789631
,-11.393701,-7.357842,34.764151
,-11.228804,-7.023903,34.718904
,-11.057439,-6.698263,34.654698
,-10.880201,-6.38179,34.572396
,-10.697697,-6.075251,34.472909
,-10.510535,-5.77931,34.35718
,-10.319326,-5.494532,34.226181
,-10.124675,-5.221381,34.080895
,-9.927182,-4.960225,33.922309
,-9.727433,-4.71134,33.751408
,-9.526003,-4.474915,33.569163
,-9.323448,-4.251056,33.376529
,-9.120306,-4.039795,33.174432
,-8.917094,-3.841092,32.963772
,-8.714305,-3.654846,32.745412
,-8.512408,-3.480896,32.520179
,-8.311847,-3.319033,32.288859
,-8.113038,-3.169003,32.052196
,-7.91637,-3.030515,31.810892
,-7.722207,-2.903246,31.565604
,-7.530884,-2.786846,31.316947
,-7.342707,-2.680944,31.065491
,-7.157957,-2.585155,30.811768
,-6.97689,-2.49908,30.556263
,-6.799733,-2.422316,30.299428
,-6.62669,-2.354453,30.041673
,-6.457941,-2.295083,29.783373
,-6.293643,-2.2438,29.524871
,-6.13393,-2.200205,29.266477
,-5.978917,-2.163906,29.008472
,-5.828697,-2.134519,28.751109
,-5.683346,-2.111673,28.494616
,-5.542922,-2.095012,28.239197
,-5.407469,-2.084189,27.985036
,-5.277014,-2.078875,27.732295
,-5.151569,-2.078756,27.48112
,-5.031138,-2.083533,27.231642
,-4.915709,-2.092925,26.983976
,-4.805261,-2.106664,26.738223
,-4.699766,-2.124503,26.494475
,-4.599185,-2.146206,26.252813
,-4.503472,-2.171558,26.013308
,-4.412576,-2.200356,25.776024
,-4.32644,-2.232415,25.541017
,-4.245,-2.267565,25.308339
,-4.16819,-2.305649,25.078034
,-4.095943,-2.346525,24.850145
,-4.028185,-2.390066,24.624709
,-3.964842,-2.436157,24.40176
,-3.90584,-2.484695,24.181331
,-3.851102,-2.535592,23.963453
,-3.800553,-2.588769,23.748152
,-3.754115,-2.644158,23.535459
,-3.711713,-2.701704,23.325399
,-3.673273,-2.76136,23.117999
,-3.638722,-2.82309,22.913287
,-3.607986,-2.886866,22.71129
,-3.580998,-2.952669,22.512035
,-3.557688,-3.020488,22.315552
,-3.537992,-3.090321,22.12187
,-3.521846,-3.162171,21.931021
,-3.509192,-3.236049,21.743037
,-3.499972,-3.311974,21.557954
,-3.494132,-3.389969,21.375808
,-3.491621,-3.470063,21.196638
,-3.492392,-3.552292,21.020485
,-3.4964,-3.636694,20.847394
,-3.503604,-3.723315,20.677411
,-3.513968,-3.812203,20.510586
,-3.527457,-3.903412,20.346972
,-3.544041,-3.996998,20.186625
,-3.563693,-4.093022,20.029605
,-3.586389,-4.191547,19.875976
,-3.612109,-4.29264,19.725807
,-3.640837,-4.396369,19.579168
,-3.67256,-4.502806,19.436138
,-3.707267,-4.612025,19.296797
,-3.744953,-4.7241,19.161232
,-3.785614,-4.839109,19.029534
,-3.82925,-4.95713,18.901802
,-3.875864,-5.07824,18.778138
,-3.925462,-5.202521,18.658651
,-3.978053,-5.33005,18.543458
,-4.033648,-5.460907,18.43268
,-4.092261,-5.595171,18.326447
,-4.153911,-5.73292,18.224896
,-4.218614,-5.874228,18.128171
,-4.286394,-6.019171,18.036425
,-4.357272,-6.167819,17.949818
,-4.431275,-6.320242,17.868519
,-4.508429,-6.476503,17.792706
,-4.588762,-6.636663,17.722567
,-4.672304,-6.800778,17.658297
,-4.759084,-6.968895,17.600105
,-4.849134,-7.141059,17.548205
,-4.942485,-7.317304,17.502824
,-5.039168,-7.497656,17.4642
,-5.139214,-7.682133,17.432581
,-5.242652,-7.87074,17.408223
,-5.349512,-8.063472,17.391397
,-5.459821,-8.260308,17.382381
,-5.573604,-8.461217,17.381468
,-5.690884,-8.666148,17.388956
,-5.811679,-8.875035,17.405158
,-5.936006,-9.087791,17.430394
,-6.063875,-9.304309,17.464994
,-6.195293,-9.52446,17.509299
,-6.330261,-9.748091,17.563654
,-6.468771,-9.97502,17.628414
,-6.610811,-10.205039,17.703939
,-6.756358,-10.43791,17.790593
,-6.905382,-10.673361,17.888744
,-7.057841,-10.911086,17.99876
,-7.213684,-11.150744,18.121008
,-7.372846,-11.391954,18.255854
,-7.535249,-11.634295,18.403654
,-7.700802,-11.877302,18.564757
,-7.869397,-12.120468,18.7395
,-8.040911,-12.36324,18.928204
,-8.215202,-12.605015,19.131167
,-8.39211,-12.845145,19.348665
,-8.571453,-13.082932,19.580945
,-8.753029,-13.317627,19.828217
,-8.936615,-13.548433,20.090651
,-9.121962,-13.774503,20.368374
,-9.308798,-13.994944,20.661459
,-9.496825,-14.208814,20.96992
,-9.68572,-14.41513,21.293708
,-9.875132,-14.612868,21.632702
,-10.064684,-14.800969,21.986701
,-10.253971,-14.978341,22.355424
,-10.442561,-15.14387,22.738495
,-10.629994,-15.296423,23.135445
,-10.815783,-15.434857,23.545699
,-10.999419,-15.55803,23.968579
,-11.180363,-15.66481,24.403293
,-11.358056,-15.754085,24.848937
,-11.531918,-15.824777,25.304489
,-11.701351,-15.875851,25.768813
,-11.865738,-15.906336,26.240656
,-12.024452,-15.915329,26.718652
,-12.176857,-15.902017,27.201326
,-12.32231,-15.865686,27.687102
,-12.46017,-15.805738,28.174306
,-12.589798,-15.721702,28.661184
,-12.710565,-15.613247,29.145906
,-12.821857,-15.480193,29.626586
,-12.92308,-15.322522,30.101293
,-13.013666,-15.140382,30.568073
,-13.093079,-14.934098,31.024961
,-13.160818,-14.70417,31.470008
,-13.216427,-14.451279,31.901296
,-13.259498,-14.176279,32.31696
,-13.289675,-13.880199,32.71521
,-13.30666,-13.56423,33.09435
,-13.310216,-13.229718,33.452795
,-13.300173,-12.87815,33.789092
,-13.276425,-12.511139,34.101934
,-13.238938,-12.130406,34.390175
,-13.187748,-11.737764,34.652841
,-13.122963,-11.335093,34.889138
,-13.044761,-10.924322,35.098458
,-12.953388,-10.507405,35.280383
,-12.849159,-10.086302,35.434684
,-12.732452,-9.662953,35.56132
,-12.603706,-9.239262,35.660428
,-12.463416,-8.817075,35.732321
,-12.312131,-8.398164,35.777473
,-12.150441,-7.984208,35.796507
,-11.978983,-7.576784,35.790184
,-11.798423,-7.177351,35.759385
,-11.609459,-6.787242,35.705096
,-11.412811,-6.407661,35.628391
,-11.209215,-6.039673,35.530417
,-10.999415,-5.684204,35.412374
,-10.784163,-5.342045,35.275504
,-10.564208,-5.013847,35.121072
,-10.340291,-4.70013,34.950353
,-10.113146,-4.401284,34.764621
,-9.883487,-4.117581,34.565133
,-9.652009,-3.849176,34.353123
,-9.419387,-3.59612,34.129791
,-9.186266,-3.358367,33.896294
,-8.953263,-3.135783,33.653743
,-8.720964,-2.928156,33.403196
,-8.489924,-2.735205,33.145655
,-8.260662,-2.556588,32.882063
,-8.033663,-2.391912,32.613302
,-7.809376,-2.240744,32.340194
,-7.588215,-2.102613,32.063502
,-7.37056,-1.977023,31.783926
,-7.156755,-1.863457,31.502112
,-6.947109,-1.761384,31.218645
,-6.741901,-1.670265,30.934062
,-6.541374,-1.589558,30.648844
,-6.345743,-1.518722,30.363426
,-6.155192,-1.457223,30.078199
,-5.969878,-1.404534,29.793509
,-5.78993,-1.360142,29.509666
,-5.615455,-1.323546,29.226942
,-5.446532,-1.294263,28.945578
,-5.283223,-1.271829,28.665784
,-5.125567,-1.255796,28.387741
,-4.973584,-1.24574,28.11161
,-4.827278,-1.241255,27.837525
,-4.686638,-1.241959,27.565604
,-4.551638,-1.247491,27.295946
,-4.422238,-1.25751,27.028634
,-4.29839,-1.271698,26.763738
,-4.180033,-1.289758,26.501316
,-4.067098,-1.311415,26.241416
,-3.959508,-1.336413,25.984077
,-3.857179,-1.364516,25.729328
,-3.760024,-1.395507,25.477196
,-3.667948,-1.429188,25.227697
,-3.580855,-1.46538,24.980847
,-3.498643,-1.503918,24.736655
,-3.42121,-1.544656,24.49513
,-3.348453,-1.587463,24.256275
,-3.280268,-1.632223,24.020093
,-3.216549,-1.678833,23.786585
,-3.157191,-1.727205,23.555753
,-3.102093,-1.777263,23.327596
,-3.05115,-1.828942,23.102113
,-3.004263,-1.88219,22.879304
,-2.961334,-1.936965,22.659169
,-2.922266,-1.993235,22.441709
,-2.886966,-2.050979,22.226925
,-2.855344,-2.110181,22.014819
,-2.827312,-2.170839,21.805395
,-2.802788,-2.232954,21.598657
,-2.78169,-2.296538,21.394611
,-2.763943,-2.361608,21.193266
,-2.749474,-2.428188,20.994631
,-2.738213,-2.496309,20.798716
,-2.730097,-2.566007,20.605535
,-2.725064,-2.637325,20.415103
,-2.723058,-2.710309,20.227438
,-2.724027,-2.785011,20.04256
,-2.727922,-2.861489,19.86049
,-2.7347,-2.939803,19.681253
,-2.744321,-3.020019,19.504877
,-2.756749,-3.102206,19.331393
,-2.771953,-3.186437,19.160833
,-2.789906,-3.272788,18.993235
,-2.810585,-3.361341,18.828638
,-2.83397,-3.452177,18.667086
,-2.860047,-3.545383,18.508626
,-2.888805,-3.641048,18.35331
,-2.920237,-3.739264,18.201193
,-2.95434,-3.840124,18.052335
,-2.991115,-3.943726,17.9068
,-3.030566,-4.050169,17.764658
,-3.072703,-4.159553,17.625985
,-3.117536,-4.271982,17.490859
,-3.165083,-4.387559,17.359367
,-3.215361,-4.506392,17.231602
,-3.268394,-4.628586,17.107661
,-3.324207,-4.754252,16.98765
,-3.382831,-4.883499,16.871682
,-3.444296,-5.016435,16.759877
,-3.508639,-5.153172,16.652363
,-3.575898,-5.29382,16.549276
,-3.646115,-5.438488,16.450763
,-3.719332,-5.587286,16.356976
,-3.795597,-5.74032,16.268081
,-3.874958,-5.897697,16.184253
,-3.957466,-6.059521,16.105675
,-4.043174,-6.225891,16.032545
,-4.132136,-6.396905,15.965069
,-4.22441,-6.572655,15.903469
,-4.320053,-6.753228,15.847976
,-4.419123,-6.938707,15.798836
,-4.52168,-7.129165,15.756309
,-4.627783,-7.324668,15.720666
,-4.737494,-7.525273,15.692196
,-4.85087,-7.731026,15.6712
,-4.967972,-7.941961,15.657996
,-5.088856,-8.158098,15.652916
,-5.213578,-8.379442,15.656308
,-5.342193,-8.605983,15.668537
,-5.47475,-8.837689,15.68998
,-5.611297,-9.074509,15.721035
,-5.751876,-9.316367,15.76211
,-5.896525,-9.563164,15.813632
,-6.045275,-9.814772,15.87604
,-6.198152,-10.071031,15.949788
,-6.355172,-10.331749,16.035341
,-6.516343,-10.596699,16.133178
,-6.681663,-10.865613,16.243786
,-6.851119,-11.13818,16.36766
,-7.024686,-11.414047,16.505302
,-7.202323,-11.692809,16.657214
,-7.383976,-11.974011,16.823902
,-7.569572,-12.257143,17.005866
,-7.759023,-12.541635,17.203599
,-7.952218,-12.82686,17.417583
,-8.149025,-13.112122,17.64828
,-8.349289,-13.396664,17.896133
,-8.552831,-13.679656,18.161551
,-8.759444,-13.960201,18.444912
,-8.968892,-14.237329,18.746548
,-9.180909,-14.509998,19.066739
,-9.395199,-14.777098,19.405705
,-9.611431,-15.037442,19.763598
,-9.829239,-15.289781,20.14049
,-10.048222,-15.532798,20.536363
,-10.267941,-15.765116,20.951103
,-10.487919,-15.985303,21.384484
,-10.707641,-16.191883,21.836162
,-10.926555,-16.383339,22.305665
,-11.144068,-16.558128,22.792379
,-11.35955,-16.714693,23.295546
,-11.572337,-16.851475,23.814252
,-11.781727,-16.966933,24.347421
,-11.986987,-17.059555,24.893813
,-12.187355,-17.127883,25.452017
,-12.382042,-17.170531,26.020456
,-12.570237,-17.186203,26.597384
,-12.751115,-17.17372,27.180892
,-12.923836,-17.132036,27.76892
,-13.087557,-17.060265,28.35926
,-13.241436,-16.9577,28.949578
,-13.384642,-16.823831,29.537427
,-13.516358,-16.658367,30.120269
,-13.635795,-16.461245,30.695499
,-13.742194,-16.232653,31.260471
,-13.834841,-15.973028,31.812525
,-13.913071,-15.68307,32.349022
,-13.976277,-15.363739,32.867369
,-14.023922,-15.016253,33.365058
,-14.055538,-14.642081,33.839694
,-14.07074,-14.242928,34.289025
,-14.069231,-13.82072,34.710977
,-14.050802,-13.377582,35.103674
,-14.015341,-12.915812,35.465465
,-13.962833,-12.437855,35.794945
,-13.893363,-11.946267,36.090969
,-13.807112,-11.443689,36.352661
,-13.70436,-10.932805,36.579425
,-13.585483,-10.416315,36.77094
,-13.450946,-9.896893,36.927163
,-13.3013,-9.377163,37.048314
,-13.137175,-8.859662,37.134867
,-12.959276,-8.346816,37.187533
,-12.768371,-7.840911,37.20724
,-12.565284,-7.344078,37.195109
,-12.350889,-6.858269,37.152433
,-12.126096,-6.38525,37.080647
,-11.891847,-5.926587,36.981305
,-11.649103,-5.483643,36.856053
,-11.398837,-5.057575,36.706603
,-11.142025,-4.649338,36.534707
,-10.87964,-4.259689,36.342139
,-10.61264,-3.88919,36.130666
,-10.341966,-3.538227,35.902037
,-10.068533,-3.207012,35.657961
,-9.793224,-2.895601,35.400094
,-9.516889,-2.603909,35.13003
,-9.240338,-2.33172,34.849285
,-8.964337,-2.078705,34.559296
,-8.68961,-1.844437,34.261411
,-8.416831,-1.628402,33.956889
,-8.146628,-1.430017,33.646895
,-7.879579,-1.248638,33.332504
,-7.616215,-1.083579,33.014698
,-7.357017,-0.934117,32.694368
,-7.102417,-0.799505,32.372323
,-6.852804,-0.678982,32.049285
,-6.608519,-0.57178,31.725902
,-6.369861,-0.477131,31.402745
,-6.137085,-0.394276,31.080318
,-5.91041,-0.322466,30.759064
,-5.690014,-0.260972,30.439362
,-5.476042,-0.209083,30.121544
,-5.268605,-0.166115,29.805888
,-5.067783,-0.131407,29.492633
,-4.873629,-0.104331,29.181975
,-4.686167,-0.084284,28.874077
,-4.505401,-0.070696,28.56907
,-4.33131,-0.063029,28.26706
,-4.163854,-0.060772,27.968127
,-4.002976,-0.06345,27.672329
,-3.848602,-0.070616,27.379709
,-3.700645,-0.081853,27.090293
,-3.559006,-0.096774,26.804093
,-3.423573,-0.115021,26.521113
,-3.294227,-0.136261,26.241344
,-3.170841,-0.160189,25.964771
,-3.053281,-0.186527,25.691374
,-2.941408,-0.215018,25.421126
,-2.835078,-0.245429,25.153998
,-2.734145,-0.277549,24.889957
,-2.638461,-0.311188,24.628966
,-2.547876,-0.346174,24.370991
,-2.46224,-0.382355,24.115993
,-2.381402,-0.419594,23.863934
,-2.305214,-0.457773,23.614776
,-2.233529,-0.496786,23.368483
,-2.166199,-0.536544,23.125015
,-2.103083,-0.576968,22.884338
,-2.044039,-0.617994,22.646416
,-1.988931,-0.659568,22.411214
,-1.937625,-0.701647,22.1787
,-1.88999,-0.744198,21.948842
,-1.845902,-0.787197,21.721609
,-1.805237,-0.830628,21.496973
,-1.767879,-0.874484,21.274905
,-1.733714,-0.918764,21.055379
,-1.702635,-0.963475,20.838371
,-1.674536,-1.008629,20.623857
,-1.649319,-1.054244,20.411815
,-1.62689,-1.100345,20.202224
,-1.607158,-1.146959,19.995066
,-1.590039,-1.194121,19.790321
,-1.575452,-1.241868,19.587975
,-1.563322,-1.290242,19.388011
,-1.553579,-1.339288,19.190417
,-1.546154,-1.389055,18.995179
,-1.540988,-1.439596,18.802287
,-1.538023,-1.490966,18.611731
,-1.537206,-1.543224,18.423504
,-1.538489,-1.596431,18.237598
,-1.541829,-1.650651,18.054008
,-1.547184,-1.705951,17.872732
,-1.554521,-1.762399,17.693766
,-1.563808,-1.820069,17.517111
,-1.575018,-1.879033,17.342768
,-1.588127,-1.939369,17.17074
,-1.603117,-2.001155,17.001032
,-1.619972,-2.064473,16.833652
,-1.638681,-2.129407,16.668606
,-1.659236,-2.196042,16.505908
,-1.681633,-2.264466,16.345571
,-1.705873,-2.334772,16.187609
,-1.731957,-2.407052,16.032041
,-1.759894,-2.481401,15.878889
,-1.789693,-2.557919,15.728175
,-1.821369,-2.636705,15.579927
,-1.85494,-2.717864,15.434175
,-1.890425,-2.801502,15.290951
,-1.927849,-2.887727,15.150292
,-1.96724,-2.976651,15.01224
,-2.008629,-3.068389,14.876838
,-2.05205,-3.163058,14.744137
,-2.09754,-3.260777,14.614189
,-2.145142,-3.361671,14.487053
,-2.194898,-3.465865,14.362794
,-2.246856,-3.573488,14.24148
,-2.301067,-3.684672,14.123187
,-2.357585,-3.799553,14.007996
,-2.416467,-3.918268,13.895997
,-2.477774,-4.040957,13.787284
,-2.541568,-4.167765,13.681961
,-2.607918,-4.298838,13.580141
,-2.676893,-4.434325,13.481942
,-2.748566,-4.574376,13.387494
,-2.823013,-4.719146,13.296937
,-2.900314,-4.868789,13.21042
,-2.98055,-5.023464,13.128104
,-3.063808,-5.183329,13.050163
,-3.150176,-5.348543,12.97678
,-3.239744,-5.519268,12.908155
,-3.332606,-5.695662,12.844501
,-3.428859,-5.877885,12.786045
,-3.528601,-6.066097,12.733029
,-3.631933,-6.260453,12.685715
,-3.738959,-6.461107,12.644379
,-3.849784,-6.668207,12.609317
,-3.964514,-6.881899,12.580845
,-4.083257,-7.102319,12.559298
,-4.206124,-7.329598,12.545033
,-4.333222,-7.563857,12.53843
,-4.464663,-7.805204,12.539891
,-4.600555,-8.053736,12.549842
,-4.741008,-8.309534,12.568735
,-4.88613,-8.57266,12.597046
,-5.036025,-8.843156,12.63528
,-5.190795,-9.121043,12.683967
,-5.350539,-9.406313,12.743665
,-5.515352,-9.698927,12.814959
,-5.685321,-9.998817,12.898463
,-5.860526,-10.305872,12.994818
,-6.041042,-10.619942,13.104691
,-6.226931,-10.940831,13.228778
,-6.418245,-11.268289,13.367796
,-6.615023,-11.60201,13.522489
,-6.817289,-11.941626,13.69362
,-7.025051,-12.286702,13.88197
,-7.238298,-12.636728,14.088335
,-7.456998,-12.991113,14.313522
,-7.681093,-13.349181,14.558342
,-7.910503,-13.710164,14.823605
,-8.145117,-14.073194,15.110115
,-8.384791,-14.437299,15.418656
,-8.629349,-14.801397,15.749989
,-8.878576,-15.164292,16.104839
,-9.132215,-15.524665,16.483881
,-9.389966,-15.881078,16.887729
,-9.651484,-16.231966,17.316924
,-9.916369,-16.575637,17.771911
,-10.184172,-16.910275,18.253031
,-10.454387,-17.233939,18.760497
,-10.726447,-17.544572,19.294374
,-10.999727,-17.840007,19.854567
,-11.273538,-18.117976,20.440794
,-11.54713,-18.376125,21.052568
,-11.819685,-18.612032,21.689178
