Date,TA,ST1,H2O,SM1,FN2O
,21.12,21,15.4523,21,4.44252
,19.3,20.9,17.2811,20.9,3.3749
,16.58,20.8,15.9542,20.8,4.00052
,13.68,20.6,14.3113,20.95,3.83728
,12.48,20.4,13.0881,21.1,6.09177
,12.47,20.2,13.0294,20.95,3.87383
,11.9,20,12.4357,20.8,3.6131
,11.04,19.8,11.8269,21.05,3.80939
,10.82,19.6,11.7095,21.3,3.84439
,10.85,19.45,11.6617,21.3,6.92505
,10.6,19.3,11.4412,21.3,3.81739
,9.99,19.1,10.9679,21.35,3.37986
,9.66,18.9,10.7015,21.4,3.41372
,9.39,18.75,10.5778,21.2,3.43138
,9.09,18.6,10.3422,21,3.19629
,9.32,18.45,10.5288,21,3.31964
,9.46,18.3,10.5864,21,3.20832
,8.79,18.15,10.2175,21,2.76251
,8.42,18,9.85308,21,3.26422
,8.19,17.9,9.67115,21,3.63948
,7.82,17.8,9.47935,21,3.65115
,7.73,17.65,9.39547,21,3.74804
,7.89,17.5,9.62195,21,2.09229
,8.03,17.45,9.60484,21.1,2.94665
,8.16,17.4,9.97915,21.2,3.26916
,9.79,17.3,11.2089,21.15,3.27031
,11.76,17.2,12.6951,21.1,3.03293
,12.75,17.2,13.9421,21.1,3.33554
,14.51,17.2,15.2912,21.1,3.7214
,15.37,17.35,16.5732,21.35,3.19565
,16.73,17.5,17.5285,21.6,3.71744
,17.98,17.65,21.2163,21.55,3.25985
,19.93,17.8,23.8575,21.5,3.15024
,26.99,18.05,24.363,21.45,3.14776
,28.15,18.3,24.0691,21.4,3.26144
,31.15,18.5,20.1388,21.3,3.37655
,27.71,18.7,19.8187,21.2,3.38407
,30.5,19,21.0417,21.2,3.29912
,30.66,19.3,20.1838,21.2,3.40114
,30.19,19.55,19.3258,21.15,3.48367
,29.56,19.8,20.0497,21.1,3.46043
,31.1,20,19.0584,21.1,3.33568
,30.07,20.2,21.0448,21.1,3.30842
,28.7,20.3,20.8151,20.75,3.36859
,27.63,20.4,19.6701,20.4,3.58085
,26.79,20.45,19.0639,20.65,3.49422
,24.53,20.5,17.9372,20.9,3.42027
,24.14,20.5,17.4433,20.75,3.7292
,22.72,20.5,17.2745,20.6,3.54998
,20.85,20.45,17.2512,20.65,3.56171
,19.32,20.4,16.9088,20.7,3.59697
,17.43,20.3,16.1212,20.55,2.42317
,15.12,20.2,15.3304,20.4,3.06445
,14.44,20,14.7824,20.45,2.84397
,13.35,19.8,14.0234,20.5,2.76257
,12.99,19.65,13.7564,20.6,3.63928
,13.28,19.5,13.9303,20.7,3.86804
,12.96,19.35,13.7095,20.7,3.15516
,12.85,19.2,13.7267,20.7,1.99282
,12.72,19.1,13.5367,20.75,3.01298
,12.09,19,13.0661,20.8,2.53883
,12.6,18.9,13.4205,20.8,1.84727
,12.31,18.8,13.2288,20.8,2.87206
,12.01,18.7,13.0899,20.85,3.01676
,11.91,18.6,12.9698,20.9,4.94575
,14.25,18.55,15.3464,20.7,3.53179
,14.24,18.5,15.4758,20.5,3.64786
,14.75,18.5,16.0066,20.45,3.97539
,14.51,18.5,15.8536,20.4,3.39403
,15.13,18.55,16.4032,20.4,1.82764
,15,18.6,16.3023,20.4,2.96193
,15.21,18.6,16.5448,20.4,3.08475
,15.64,18.6,16.9968,20.4,3.07967
,16.31,18.65,17.6197,20.4,2.89605
,17.25,18.7,18.4944,20.4,2.95075
,17.7,18.75,18.3986,20.4,3.00677
,18.33,18.8,18.8175,20.4,2.98609
,18.85,18.9,19.3708,20.55,3.11407
,20.03,19,20.0855,20.7,3.08956
,20.59,19.1,20.3583,20.8,3.30973
,21.89,19.2,21.3708,20.9,3.14191
,22.14,19.3,22.0714,20.85,3.21969
,22.54,19.4,22.3601,20.8,3.38393
,24.55,19.5,24.5917,20.65,3.35416
,27.33,19.6,26.3638,20.5,3.43188
,24.95,19.8,24.2469,20.75,3.69261
,23.09,20,23.3964,21,3.52149
,23.71,20.1,24.3312,20.95,3.36094
,23.19,20.2,23.8665,20.9,3.52675
,22.76,20.25,24.1825,20.9,3.12011
,23.7,20.3,24.7608,20.9,3.49039
,23.37,20.4,24.486,20.85,3.63609
,23.05,20.5,24.3088,20.8,3.29328
,22.95,20.55,24.3825,20.55,3.70604
,23.24,20.6,24.8841,20.3,3.38742
,22.67,20.6,24.2992,20.45,3.31219
,22.35,20.6,24.2029,20.6,3.09471
,22.03,20.65,24.0711,20.65,3.20249
,21.7,20.7,23.8273,20.7,3.1366
,21.35,20.75,23.4853,20.7,2.25379
,21.07,20.8,23.3059,20.7,1.49426
,21.05,20.75,23.3361,20.8,2.44209
,20.51,20.7,22.8075,20.9,2.12078
,20.48,20.7,22.8757,20.9,2.3085
,19.95,20.7,22.1855,20.9,1.89609
,20.26,20.7,22.6661,20.9,0.962902
,20.29,20.7,22.7986,20.9,3.61055
,20.58,20.65,23.1131,20.9,3.54415
,20.39,20.6,22.8561,20.9,2.54557
,19.73,20.6,22.0553,20.85,2.6272
,19.24,20.6,21.6516,20.8,2.59022
,19.48,20.6,21.9564,20.75,1.24053
,20.02,20.6,22.6572,20.7,24.8412
,20.31,20.6,22.9915,20.75,17.0583
,20.45,20.6,23.2039,20.8,4.11317
,20.51,20.6,23.2562,20.65,1.53658
,20.65,20.6,23.3926,20.5,3.36809
,20.75,20.6,23.5921,20.45,4.63441
,20.81,20.6,23.7431,20.4,6.28999
,20.75,20.6,23.6523,20.35,3.11456
,20.93,20.6,23.8718,20.3,6.15229
,21.2,20.65,24.1893,20.35,3.51123
,21.45,20.7,24.5021,20.4,3.6431
,21.6,20.7,24.6996,20.65,3.36661
,22.37,20.7,25.3772,20.9,3.15166
,24.79,20.75,28.0027,20.9,3.1223
,24.25,20.8,28.1346,20.9,3.46828
,25.47,20.9,29.5564,20.75,3.54473
,27.64,21,31.8919,20.6,3.53282
,26.32,21.15,29.9353,20.45,3.18141
,28.53,21.3,29.9052,20.3,3.53333
,29.45,21.4,29.8214,20.25,3.2362
,31.28,21.5,31.4792,20.2,3.38937
,30.02,21.7,31.8792,20.35,3.36973
,31.31,21.9,29.9101,20.5,3.46608
,31.7,22,30.2717,20.6,3.42867
,34.04,22.1,30.4485,20.7,3.42642
,32.09,22.25,28.7034,20.6,3.55206
,31.62,22.4,29.2638,20.5,3.40897
,30.9,22.5,28.0222,20.5,3.46257
,31.04,22.6,28.6992,20.5,3.77014
,28.4,22.65,27.9008,20.55,3.70236
,28.13,22.7,27.6882,20.6,3.69054
,27.2,22.7,26.9417,20.55,3.78804
,26.6,22.7,27.1755,20.5,3.62455
,25.92,22.65,26.6472,20.5,3.91223
,24.55,22.6,26.319,20.5,3.4723
,23.06,22.55,25.3646,20.6,3.35378
,22.14,22.5,24.8167,20.7,4.02628
,21.31,22.45,24.1196,20.45,4.14117
,21.46,22.4,24.2115,20.2,2.00298
,20.79,22.25,23.6979,20.15,3.86596
,20.17,22.1,22.8681,20.1,3.29139
,19.07,22,21.4675,20.25,2.46154
,18.75,21.9,21.0349,20.4,2.6459
,18.26,21.8,20.3796,20.25,6.91695
,18.19,21.7,20.2048,20.1,3.38505
,17.85,21.6,19.8008,20.05,2.92732
,17.73,21.5,19.7189,20,9.9591
,17.89,21.45,19.8951,20.05,3.18042
,17.8,21.4,19.8235,20.1,4.43339
,18.26,21.35,20.3733,20.35,7.07344
,18.14,21.3,20.3511,20.6,3.87056
,18.23,21.2,20.3653,20.35,3.02057
,17.69,21.1,19.6883,20.1,2.85914
,17.79,21.1,19.9034,20.15,3.25121
,18.05,21.1,20.2326,20.2,4.75197
,17.83,21.05,19.9982,20.4,2.89469
,18.19,21,20.4636,20.6,2.74366
,19.08,21,21.5753,20.65,3.28816
,20.05,21,22.8168,20.7,3.53557
,21.39,21,24.2181,20.55,3.56758
,22.8,21,25.591,20.4,3.08958
,23.53,21.05,26.9867,20.25,3.70813
,24.35,21.1,27.9981,20.1,1.83113
,25.3,21.25,29.0132,20.45,3.33396
,25.33,21.4,28.9464,20.8,3.50515
,27.15,21.5,30.1944,20.75,3.34756
,27.89,21.6,30.5721,20.7,3.64141
,28.5,21.75,31.2,20.55,3.28673
,28.65,21.9,31.8396,20.4,3.07824
,30.13,22.05,32.5533,20.25,3.16208
,29.29,22.2,31.8614,20.1,3.09625
,31.17,22.3,33.5376,20.3,3.16874
,30.55,22.4,32.4797,20.5,3.17949
,29.08,22.5,31.5706,20.5,2.3404
,28.46,22.6,30.8509,20.5,3.16927
,29.08,22.7,31.711,20.55,3.13693
,30.2,22.8,32.1181,20.6,3.309
,29.23,22.85,30.9636,20.45,2.4587
,27,22.9,29.4777,20.3,3.11917
,28.25,22.95,30.0188,20.05,3.53456
,26.13,23,28.8107,19.8,3.16706
,24.64,23,27.6132,19.8,3.13837
,23.77,23,27.1047,19.8,3.2905
,23.24,22.9,26.3256,19.95,2.74762
,22.37,22.8,25.6061,20.1,2.62973
,21.52,22.75,24.6277,20.05,3.18899
,20.86,22.7,23.9137,20,2.76195
,19.98,22.6,22.7963,20.1,2.70594
,20.32,22.5,23.0563,20.2,4.82338
,19.1,22.4,21.5236,20.2,3.12885
,19.63,22.3,22.158,20.2,3.18245
,18.55,22.2,20.8014,20.2,2.80699
,17.64,22.1,19.7233,20.2,3.08388
,17.41,22,19.3164,20.2,2.48186
,17.13,21.9,19.0366,20.2,3.33767
,16.8,21.75,18.6589,20.25,3.15391
,16.1,21.6,17.8283,20.3,3.10716
,15.81,21.5,17.4497,20.3,2.74056
,16.23,21.4,17.9265,20.3,2.62943
,16.07,21.3,17.8029,20.4,2.4989
,17.09,21.2,19.1616,20.5,4.5731
,17.99,21.1,19.6184,20.3,3.86177
,18.08,21,20.1226,20.1,3.24191
,17.34,21,18.9812,20,3.36641
,17.47,21,19.4855,19.9,1.86197
,18.21,20.95,20.677,19.9,5.24282
,19.24,20.9,21.9529,19.9,3.58493
,20.62,20.9,23.7111,20,2.96025
,22.12,20.9,25.309,20.1,3.24334
,22.46,21,26.3226,20.4,2.80937
,23.65,21.1,27.0447,20.7,3.3246
,25.41,21.2,29.0814,20.35,2.95515
,26.83,21.3,31.9321,20,1.98552
,30.39,21.5,33.81,19.9,2.90471
,32.38,21.7,34.2838,19.8,2.99559
,34.34,21.95,33.5346,20,2.98404
,35.48,22.2,32.3647,20.2,3.02344
,36.09,22.4,31.146,19.95,2.83989
,36.27,22.6,31.5747,19.7,3.18918
,36.59,22.8,32.2672,19.6,3.04462
,36.54,23,29.6653,19.5,2.85376
,34.92,23.2,29.4017,19.45,3.06975
,33.94,23.4,29.6274,19.4,3.38155
,34.36,23.45,31.0105,19.35,2.96579
,33.95,23.5,30.7111,19.3,2.99539
,31.6,23.55,28.297,19.3,3.40013
,30.49,23.6,27.6345,19.3,3.50519
,29.05,23.6,27.0003,19.3,3.77955
,27.77,23.6,28.4598,19.3,3.06978
,25.82,23.6,27.2109,19.3,3.01946
,23.98,23.6,25.8294,19.3,2.18799
,22.57,23.55,24.7108,19.3,3.16795
,21.99,23.5,24.0682,19.3,2.44985
,21.38,23.35,23.613,19.45,3.55718
,20.97,23.2,23.2563,19.6,3.82231
,20.45,23.1,22.3464,19.8,2.38388
,20.31,23,22.3187,20,3.27128
,19.62,22.9,21.625,19.95,2.81941
,19.54,22.8,21.4832,19.9,3.30007
,19.19,22.65,21.1867,19.9,1.5405
,18.86,22.5,20.8887,19.9,3.98366
,18.81,22.4,20.8157,19.8,3.24026
,18.51,22.3,20.4882,19.7,2.18366
,18.28,22.2,20.2242,19.7,5.29061
,18.19,22.1,20.1698,19.7,1.61781
,17.93,22.05,19.9065,19.7,2.87887
,17.83,22,19.7246,19.7,2.93486
,17.54,21.9,19.3499,19.7,2.38784
,17.33,21.8,19.1519,19.7,3.14734
,17.23,21.7,19.1715,19.75,2.62418
,17.3,21.6,19.1783,19.8,2.26973
,17.85,21.55,19.9469,19.6,1.21038
,19.54,21.5,21.8192,19.4,3.03468
,20.84,21.5,23.4412,19.4,2.48114
,22.28,21.5,25.1915,19.4,3.33392
,23.41,21.5,26.6362,19.4,3.9354
,24.27,21.5,27.9489,19.4,3.02741
,25.11,21.55,28.8906,19.5,2.84476
,26.14,21.6,31.4818,19.6,2.99721
,27.77,21.8,32.7559,19.8,2.91025
,32.39,22,35.2886,20,2.75249
,31.6,22.2,33.8421,19.85,2.91015
,35.25,22.4,35.385,19.7,2.92207
,36.89,22.6,36.1794,19.5,3.19745
,36.46,22.8,36.8065,19.3,2.87377
,36.79,23.05,34.6199,19.3,3.01388
,38.97,23.3,35.5361,19.3,2.90076
,38.04,23.5,32.7061,19.15,3.11465
,35.79,23.7,32.4133,19,2.93498
,35.53,23.85,30.8308,18.95,3.22936
,35.62,24,32.1854,18.9,2.97771
,33.86,24.05,29.8422,18.85,3.13431
,32.93,24.1,31.21,18.8,3.04684
,33.09,24.15,31.8355,18.8,3.19059
,30.79,24.2,30.6917,18.8,2.07305
,28.88,24.2,29.8177,18.8,3.46495
,27.87,24.2,28.8886,18.8,3.35773
,26.65,24.15,26.88,18.8,3.84459
,25.91,24.1,25.7168,18.8,3.51116
,24.2,24.05,25.4224,18.8,2.57376
,23.7,24,25.6391,18.8,2.72622
,23.4,23.9,25.6672,18.95,3.948
,22.96,23.8,25.152,19.1,5.36672
,22.16,23.7,24.2482,19,2.02031
,21.06,23.6,23.3425,18.9,6.3907
,21.08,23.5,23.3542,18.85,3.21132
,21.15,23.4,23.6763,18.8,4.0656
,21.35,23.3,23.7466,18.8,3.33234
,20.69,23.2,22.9717,18.8,2.66763
,19.98,23.1,22.1631,18.8,1.87577
,19.85,23,22.2314,18.8,9.16391
,20.15,22.9,22.5186,18.8,3.03903
,19.75,22.8,21.9652,18.8,3.08017
,19.13,22.7,21.3769,18.8,2.20143
,18.93,22.6,21.1448,18.8,2.73788
,18.92,22.55,21.0308,18.8,3.23513
,18.86,22.5,20.8428,18.8,2.82353
,17.95,22.4,19.9485,18.8,2.74118
,17.71,22.3,19.8207,18.8,3.42507
,18.24,22.2,20.4311,18.85,3.46787
,19.92,22.1,22.3141,18.9,3.24877
,21.37,22.05,24.138,19,3.15009
,21.81,22,25.4026,19.1,2.85617
,22.55,22,26.3218,19.35,4.20174
,23.27,22,27.3426,19.6,3.31829
,23.92,22.05,28.2964,19.6,2.50361
,24.64,22.1,30.0666,19.6,3.33242
,27.4,22.2,32.8077,19.3,2.69036
,29.63,22.3,32.9884,19,2.84289
,34.14,22.5,32.6218,18.9,2.95598
,34.84,22.7,32.2256,18.8,3.09392
,36.15,22.9,34.3258,18.75,2.78531
,38.08,23.1,33.7755,18.7,2.95575
,37.74,23.35,31.6113,18.65,2.91157
,37.89,23.6,31.2514,18.6,3.06374
,37.84,23.8,30.6224,18.55,2.8686
,39.55,24,30.9416,18.5,2.9312
,36.94,24.1,30.734,18.45,2.96938
,37.08,24.2,28.8331,18.4,3.06405
,36.47,24.25,29.4405,18.4,3.07421
,32.61,24.3,29.584,18.4,2.84271
,30.88,24.3,28.5586,18.4,2.24969
,30.18,24.3,29.0685,18.4,2.1795
,28.63,24.3,28.1416,18.4,2.99101
,26.98,24.3,27.6539,18.4,3.01618
,25.25,24.2,26.7373,18.4,2.99906
,23.9,24.1,25.5243,18.4,2.47864
,23.04,24.05,25.3745,18.45,2.02275
,22.7,24,24.9522,18.5,2.78472
,22.13,23.85,24.3707,18.55,3.12793
,21.82,23.7,24.2303,18.6,2.98604
,22.65,23.6,25.3536,18.5,3.7704
,23.01,23.5,25.5861,18.4,3.22703
,23.05,23.45,25.5004,18.65,3.09716
,22.65,23.4,24.9203,18.9,2.12455
,22.33,23.35,24.405,18.85,2.01424
,21.63,23.3,23.6922,18.8,2.9751
,21.56,23.25,23.5495,18.85,2.03239
,21.33,23.2,23.2447,18.9,3.11357
,21.05,23.1,22.9723,18.9,2.99839
,20.91,23,22.829,18.9,2.98393
,20.76,22.95,22.6529,18.65,3.0458
,20.59,22.9,22.4351,18.4,2.89022
,20.25,22.8,22.0309,18.4,2.89375
,20.6,22.7,22.4483,18.4,2.86172
,20.69,22.65,22.61,18.4,2.81763
,20.74,22.6,22.618,18.4,2.98642
,20.53,22.6,22.5404,18.4,2.7988
,20.55,22.6,22.5613,18.4,1.97543
,21.43,22.55,23.0695,18.6,2.81507
,22.29,22.5,24.1447,18.8,2.90693
,22.69,22.5,24.7688,18.6,2.71528
,24.84,22.5,26.5144,18.4,1.95455
,26.03,22.5,26.7449,18.4,2.6732
,25.3,22.5,26.279,18.4,2.85369
,26.14,22.6,27.4694,18.4,2.80277
,30.8,22.7,30.6053,18.4,1.53681
,30.28,22.85,30.1452,18.5,2.67795
,34.64,23,33.3859,18.6,2.64497
,30.91,23.15,29.3562,18.5,2.69074
,29.92,23.3,28.2295,18.4,2.79394
,29.92,23.4,28.6747,18.35,1.80132
,28.74,23.5,28.5554,18.3,2.44653
,27.93,23.55,28.0435,18.3,2.70859
,29.06,23.6,28.5301,18.3,2.63808
,30.63,23.7,29.9581,18.55,2.59645
,31.03,23.8,28.8314,18.8,2.7341
,32.83,23.8,28.2271,18.8,2.69444
,31.34,23.8,27.1479,18.8,2.90585
,30.56,23.85,27.204,18.55,2.77301
,27.18,23.9,26.9737,18.3,2.66148
,27.24,23.9,26.248,18.25,2.92571
,26.28,23.9,26.4142,18.2,2.66091
,23.51,23.85,24.7185,18.2,2.27257
,21.87,23.8,23.3854,18.2,1.99354
,20.92,23.7,22.6866,18.25,2.62302
,20.33,23.6,22.1172,18.3,2.14651
,20.59,23.5,22.5899,18.25,4.04496
,21.81,23.4,23.8629,18.2,5.67891
,22,23.3,24.0946,18.2,2.4908
,22.13,23.2,24.5357,18.2,2.84678
,22.17,23.15,24.5784,18.25,2.33893
,22.05,23.1,24.6702,18.3,7.40833
,21.96,23.1,24.3801,18.3,2.90008
,21.84,23.1,24.4419,18.3,2.47366
,20.31,23.05,22.8222,18.3,2.72322
,19.2,23,21.4245,18.3,2.06564
,19.16,22.95,21.2389,18.35,4.32549
,18.56,22.9,20.5986,18.4,2.04485
,19.51,22.8,21.8619,18.7,2.85989
,20.02,22.7,22.5165,19,2.68778
,19.83,22.6,22.5115,18.85,2.71404
,19.28,22.5,21.7354,18.7,2.92651
,19.06,22.45,21.2584,18.7,2.9286
,18.67,22.4,20.7759,18.7,2.66209
,18.78,22.35,20.9279,18.7,2.71168
,19.24,22.3,21.6013,18.7,2.47843
,19.75,22.3,22.2918,18.7,2.39945
,20.15,22.3,23.0207,18.7,2.4081
,20.84,22.25,23.0633,18.7,2.47359
,21.63,22.2,23.5854,18.7,2.46468
,22.31,22.25,23.8227,18.6,2.23501
,23.53,22.3,24.8461,18.5,2.19729
,25.59,22.3,26.3967,18.45,2.24113
,31.17,22.3,26.9351,18.4,2.41816
,33.5,22.45,26.9882,18.4,2.55822
,34.61,22.6,28.7555,18.4,2.61877
,34.6,22.75,26.1667,18.3,2.62335
,35.33,22.9,24.0377,18.2,2.46583
,35.36,23.1,23.9768,18.15,2.54437
,36,23.3,24.073,18.1,2.58266
,35.16,23.5,22.9776,18.1,2.44939
,34.33,23.7,22.5064,18.1,2.62032
,33.29,23.8,20.7631,18.05,2.48998
,33.07,23.9,22.0022,18,2.5304
,32.37,23.95,21.2053,18,2.73528
,30.78,24,20.8307,18,2.7696
,29.29,24,20.9202,18,2.80305
,28.03,24,21.14,18,2.76064
,26.15,23.95,21.5774,18,2.7147
,24.42,23.9,21.9286,18,2.49552
,22.63,23.8,21.5842,18,2.29431
,20.68,23.7,20.2274,18,2.19303
,19.5,23.6,19.5252,18,2.92964
,19.48,23.5,19.4356,18,2.40134
,18.99,23.3,19.1737,18,2.63696
,18.39,23.1,18.8306,18,4.07209
,18.25,22.95,18.5828,18.3,2.49899
,17.84,22.8,18.5501,18.6,2.7472
,17.86,22.65,18.7041,18.65,5.1843
,18.47,22.5,19.1321,18.7,2.73553
,18.54,22.4,19.3015,18.8,2.86484
,18.16,22.3,18.97,18.9,2.63706
,17.17,22.15,18.2102,18.85,2.15303
,16.56,22,17.6052,18.8,1.97614
,16.97,21.95,17.9625,18.75,1.82928
,16.58,21.9,17.716,18.7,4.1385
,16.52,21.8,17.6571,18.75,1.8304
,16.42,21.7,17.43,18.8,2.60963
,16.06,21.6,17.093,18.75,2.30201
,16.28,21.5,17.1788,18.7,2.56961
,16.71,21.45,17.7085,18.55,2.89384
,15.79,21.4,16.8376,18.4,1.92781
,17.27,21.3,18.3845,18.5,2.83864
,18.02,21.2,19.566,18.6,2.4286
,19.12,21.15,20.7924,18.65,2.07995
,21,21.1,23.1867,18.7,2.47513
,21.93,21.1,23.8361,18.65,2.76981
,23.29,21.1,23.8088,18.6,2.63745
,24.53,21.25,24.9589,18.5,2.28115
,25.46,21.4,27.5167,18.4,2.23998
,27.31,21.55,26.8738,18.3,2.34282
,29.89,21.7,29.345,18.2,1.33019
,32.01,21.9,28.3186,18.2,2.44683
,32.25,22.1,27.0971,18.2,2.25936
,31.85,22.3,27.563,18.15,2.39671
,34.03,22.5,29.1581,18.1,2.25119
,36.02,22.7,29.0955,18.1,2.37081
,35.6,22.9,27.3665,18.1,2.35942
,37.95,23.1,26.9522,18,2.23955
,33.91,23.3,22.7156,17.9,2.35072
,34.7,23.45,24.969,17.9,2.57575
,31.68,23.6,26.4783,17.9,2.10876
,31.81,23.7,25.5222,18.15,2.45502
,31.9,23.8,27.3587,18.4,2.43202
,30.88,23.8,27.2382,18.15,2.27881
,30.5,23.8,26.4874,17.9,2.42554
,28.86,23.8,25.3817,17.9,2.44094
,28.18,23.8,24.9839,17.9,2.48817
,27.42,23.8,25.9977,17.9,2.38362
,25.6,23.8,25.0578,17.9,2.3963
,24.72,23.7,24.5927,17.9,1.82465
,24.29,23.6,25.1819,17.9,4.32688
,24.26,23.55,25.553,17.95,2.94843
,23.93,23.5,25.5039,18,3.94038
,22.58,23.45,24.1147,18.3,2.36617
,21.94,23.4,23.4013,18.6,1.89317
,21.58,23.3,23.244,18.5,2.2101
,21.19,23.2,23.0231,18.4,2.35153
,21.73,23.1,23.9202,18.3,4.82634
,21.65,23,23.8891,18.2,3.22362
,20.86,22.95,22.838,18.25,2.08809
,19.65,22.9,21.3574,18.3,1.82041
,19.28,22.8,21.0794,18.25,2.44922
,19.61,22.7,21.4419,18.2,2.01863
,20.49,22.6,22.5789,18.3,2.47
,19.41,22.5,21.2445,18.4,1.97965
,18.62,22.45,20.3436,18.3,2.21813
,18.48,22.4,20.1861,18.2,2.17273
,18.66,22.35,20.2014,18.2,1.75365
,19.15,22.3,20.9545,18.2,2.40519
,18.54,22.2,20.4298,18.25,2.26164
,19.89,22.1,22.2597,18.3,2.30329
,21.12,22.05,23.7441,18.35,2.6767
,22.38,22,25.5863,18.4,2.43482
,23.18,22,26.1804,18.3,2.21894
,24.19,22,26.6485,18.2,2.37127
,25.45,22.1,26.6971,18.05,2.18843
,26.08,22.2,27.2611,17.9,2.32962
,28.18,22.3,27.9302,17.9,2.22295
,32.31,22.4,28.631,17.9,2.11352
,34.2,22.55,27.4878,17.95,2.24123
,35.17,22.7,24.8766,18,2.32607
,35.1,22.9,22.7843,17.95,2.35815
,35.77,23.1,23.1889,17.9,2.26561
,36.03,23.3,23.8926,17.8,2.17213
,36.3,23.5,23.4731,17.7,2.18158
,35.63,23.65,23.7264,17.7,2.0824
,36.09,23.8,23.8042,17.7,2.22405
,34.3,23.9,23.4629,17.65,2.24707
,34.6,24,24.3646,17.6,2.21378
,33.42,24.05,22.4893,17.6,2.31114
,32.05,24.1,21.8171,17.6,2.21273
,31.08,24.1,21.4916,17.6,2.24147
,29.74,24.1,20.6034,17.6,2.27789
,28.38,24.05,20.824,17.6,2.59587
,26.58,24,21.8127,17.6,2.29721
,24.63,23.9,20.2798,17.6,3.43601
,23.39,23.8,20.2695,17.6,2.89045
,21.45,23.7,20.1296,17.6,2.3907
,20.83,23.6,19.8652,17.6,1.34744
,20.07,23.45,19.4694,17.9,2.12053
,19.9,23.3,19.7539,18.2,2.37289
,21.08,23.15,18.8697,18.3,2.45665
,21.22,23,17.6034,18.4,2.6465
,20.94,22.95,17.7535,18.35,2.41138
,20.12,22.9,17.5368,18.3,2.25808
,19.31,22.8,17.2118,18.3,2.56194
,19.98,22.7,17.0879,18.3,2.43697
,18.71,22.65,16.5695,18.3,2.19715
,18.83,22.6,16.562,18.3,2.17841
,17.7,22.5,16.0058,18.35,2.30599
,17.85,22.4,15.3493,18.4,2.29734
,18.28,22.3,14.9557,18.05,2.2044
,18.23,22.2,14.3341,17.7,2.26136
,17.87,22.1,14.1526,17.65,2.18839
,16.6,22,14.3216,17.6,2.14179
,16.08,21.95,14.5127,17.65,2.23166
,15.01,21.9,14.4196,17.7,2.34165
,15.71,21.8,14.7192,17.75,2.14452
,15.59,21.7,15.0117,17.8,2.1643
,16.23,21.6,14.5702,17.95,2.26204
,16.86,21.5,14.5724,18.1,2.17042
,17.32,21.4,14.8753,18.15,2.16917
,17.85,21.3,14.9241,18.2,2.13195
,18.24,21.3,14.9311,18.2,2.05632
,18.37,21.3,14.6439,18.2,2.04424
,19.88,21.3,14.9493,18.25,2.01003
,24.59,21.3,16.4015,18.3,1.97913
,26.59,21.35,16.5438,18.35,2.01251
,28.09,21.4,17.5797,18.4,2.01289
,31.09,21.5,16.9346,18.3,2.09187
,30.73,21.6,15.2353,18.2,2.05174
,31.42,21.8,15.5188,17.9,2.08545
,31.4,22,16.1364,17.6,2.14203
,27.99,22.2,15.0019,17.6,1.95613
,30.92,22.4,17.1959,17.6,2.1541
,32.03,22.5,17.5297,17.8,1.92092
,30.45,22.6,17.0518,18,1.95017
,27.43,22.6,15.7198,18.1,1.95175
,25.42,22.6,15.0944,18.2,2.02198
,25.47,22.6,15.5417,18.05,2.02166
,22.41,22.6,13.9341,17.9,2.05857
,20.92,22.55,13.6253,18.05,2.04743
,19.84,22.5,13.3095,18.2,2.13349
,18.19,22.4,13.0129,18.15,1.98256
,17.79,22.3,12.9732,18.1,2.20823
,17.69,22.15,13.0156,18.1,2.16315
,17.56,22,13.444,18.1,2.04864
,17.34,21.85,13.9834,18.15,1.99226
,17.24,21.7,14.1963,18.2,1.98992
,17.35,21.6,14.0749,18.2,2.11221
,17.2,21.5,14.2471,18.2,2.07691
,17.42,21.4,14.0373,18.05,2.14458
,17.27,21.3,14.7757,17.9,1.93343
,17.17,21.2,14.7391,17.7,1.16584
,16.85,21.1,14.8205,17.5,1.81576
,16.73,21.05,14.7052,17.5,1.77456
,16.8,21,14.7379,17.5,2.02351
,16.87,21,15.1428,17.5,1.87187
,16.64,21,15.1754,17.5,1.90785
,16.79,20.95,14.8417,17.5,1.90783
,16.78,20.9,14.4959,17.5,1.93247
,16.73,20.9,14.656,17.5,1.87371
,16.47,20.9,14.2778,17.5,1.98303
,16.35,20.85,13.7211,17.6,2.01073
,15.91,20.8,13.6672,17.7,1.95343
,16.07,20.75,13.2043,17.6,1.89222
,16.23,20.7,12.8563,17.5,1.89375
,16.46,20.65,13.0648,17.8,1.88082
,16.78,20.6,13.3142,18.1,1.87884
,17.08,20.6,13.1621,18.15,1.93581
,17.62,20.6,13.9136,18.2,1.82051
,20,20.6,15.5017,18.2,1.77983
,18.12,20.6,15.7258,18.2,1.8241
,18.14,20.6,18.3682,18.15,1.7319
,17.22,20.6,17.8388,18.1,1.876
,20.27,20.6,20.6542,18.05,1.20578
,20.4,20.6,21.5896,18,1.1508
,21.15,20.65,18.711,18.1,1.74147
,22.25,20.7,19.0353,18.2,1.82462
,22.97,20.8,19.1352,18.3,1.70271
,20.68,20.9,17.8492,18.4,1.17878
,22.79,20.95,18.8956,18.35,1.69726
,23.24,21,19.1664,18.3,1.81105
,24.06,21,19.3141,17.95,1.7887
,22.97,21,18.9848,17.6,1.5638
